Subject,X,RotAccErrTot.x,RotErrTot.x,RotPartial.x,RotSpeedErrTot.x,OspanAccErrTot.x,OspanMathErrTot.x,OspanPartial.x,OspanSpeedErrTot.x,SymmAccErrTot.x,SymmSpeedErrTot.x,SspanPartial.x,SymmErrTot.x,ZRotErrTot.x,ZRotPartial.x,ZOspanMathErrTot.x,ZOspanPartial.x,ZSspanPartial.x,ZSymmErrTot.x,Melody,AscendingDescending,Condition,cadence_type,change,ascDescFin1,Condition1,ascDescFin2,Condition2,ascDescFin3,Condition3,ascDescFin4,Condition4,ascDescFin5,Condition5,ascDescFin6,Condition6,ascDescFin7,Condition7,ascDescFin8,Condition8,RotAccErrTot.y,RotErrTot.y,RotPartial.y,RotSpeedErrTot.y,OspanAccErrTot.y,OspanMathErrTot.y,OspanPartial.y,OspanSpeedErrTot.y,SymmAccErrTot.y,SymmSpeedErrTot.y,SspanPartial.y,SymmErrTot.y,ZRotErrTot.y,ZRotPartial.y,ZOspanMathErrTot.y,ZOspanPartial.y,ZSspanPartial.y,ZSymmErrTot.y,WMC,rotAbsolute,rotBlock1,rotPartial,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanPartialScore,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75
3,24,0,0,8,0,1,2,16,1,0,1,9,1,-0.73649,-0.30542,0.27669,-0.63554,-0.21518,0.02739,mel7P003.aif,1,A,ascending,no_change,2,A,1,A,2,A,2,A,1,A,2,A,1,A,1,A,0,0,8,0,1,2,16,1,0,1,9,1,-0.73649,-0.30542,0.27669,-0.63554,-0.21518,0.02739,-0.39,2,8,8,1,0,1,9,47,53,31,29,38,95,4,5,1,4,4,4,5,1,6,5,6,5,3,4,2,2,1,2,3,1,2,3,1,2,3,1,Euphonium,19,MALE,1,7,2,4,7,6,7,6,5,3,6,5,6,6,7,6,6,5,6,6,7,6,3,2,2,5,5,6,7,6,2,2,1,7,7,7,6,6,5
4,26,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel5P004.aif,1,B,descending,change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
4,27,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel2P004.aif,1,B,ascending,no_change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
4,28,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel7P004.aif,2,B,descending,no_change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
4,29,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel6P004.aif,1,B,descending,change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
4,30,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel4P004.aif,1,B,ascending,no_change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
4,31,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel8P004.aif,1,B,descending,change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
4,32,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,mel3P004.aif,1,B,ascending,no_change,2,B,1,B,1,B,1,B,1,B,1,B,2,B,1,B,1,2,13,1,0,0,24,0,0,0,13,0,0.40916,1.20017,-1.21317,0.85985,0.98984,-0.61182,1.02,9,13,13,0,0,0,13,44,43,36,21,35,86,6,5,5,1,7,3,4,5,6,4,7,4,4,6,5,6,6,2,2,1,2,2,1,2,2,1,Piano,20,Male,1,6,4,4,6,6,6,6,3,3,5,5,6,4,3,5,6,4,5,6,7,6,6,3,1,7,2,5,4,2,2,4,2,6,6,6,5,5,7
5,36,0,1,7,1,1,1,25,0,2,1,12,3,-0.16366,-0.60654,-0.46824,1.04677,0.68859,1.30582,mel4P005.aif,1,A,descending,change,,A,,A,,A,1,A,,A,,A,,A,,A,0,1,7,1,1,1,25,0,2,1,12,3,-0.16366,-0.60654,-0.46824,1.04677,0.68859,1.30582,0.38,5,7,7,3,2,1,12,57,60,37,44,38,113,7,6,3,5,5,5,5,6,6,6,2,6,3,6,4,5,6,2,5,3,2,5,3,2,5,3,Voice,19,Male,1,7,6,7,7,5,7,5,7,6,7,7,7,7,7,6,7,6,6,7,7,5,6,4,5,3,5,7,7,7,7,6,5,6,7,6,6,6,7
6,41,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,mel5P006.aif,2,B,descending,no_change,1,B,1,B,1,B,,B,2,B,2,B,2,B,1,B,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,-0.05,5,10,10,0,0,0,6,38,50,34,39,35,96,6,4,4,3,5,4,5,4,5,4,5,5,2,6,6,8,6,2,2,1,2,2,1,3,5,1,Voice,19,Male,1,6,2,6,5,3,5,3,5,3,6,6,5,6,3,6,6,7,5,6,6,6,3,4,6,3,5,7,7,6,6,5,3,6,6,6,5,6,6
6,42,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,mel6P006.aif,2,B,descending,no_change,1,B,1,B,1,B,,B,2,B,2,B,2,B,1,B,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,-0.05,5,10,10,0,0,0,6,38,50,34,39,35,96,6,4,4,3,5,4,5,4,5,4,5,5,2,6,6,8,6,2,2,1,2,2,1,3,5,1,Voice,19,Male,1,6,2,6,5,3,5,3,5,3,6,6,5,6,3,6,6,7,5,6,6,6,3,4,6,3,5,7,7,6,6,5,3,6,6,6,5,6,6
6,44,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,mel7P006.aif,2,B,descending,no_change,1,B,1,B,1,B,,B,2,B,2,B,2,B,1,B,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,-0.05,5,10,10,0,0,0,6,38,50,34,39,35,96,6,4,4,3,5,4,5,4,5,4,5,5,2,6,6,8,6,2,2,1,2,2,1,3,5,1,Voice,19,Male,1,6,2,6,5,3,5,3,5,3,6,6,5,6,3,6,6,7,5,6,6,6,3,4,6,3,5,7,7,6,6,5,3,6,6,6,5,6,6
6,45,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,mel8P006.aif,1,B,descending,change,1,B,1,B,1,B,,B,2,B,2,B,2,B,1,B,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,-0.05,5,10,10,0,0,0,6,38,50,34,39,35,96,6,4,4,3,5,4,5,4,5,4,5,5,2,6,6,8,6,2,2,1,2,2,1,3,5,1,Voice,19,Male,1,6,2,6,5,3,5,3,5,3,6,6,5,6,3,6,6,7,5,6,6,6,3,4,6,3,5,7,7,6,6,5,3,6,6,6,5,6,6
6,46,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,mel3P006.aif,1,B,ascending,no_change,1,B,1,B,1,B,,B,2,B,2,B,2,B,1,B,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,-0.05,5,10,10,0,0,0,6,38,50,34,39,35,96,6,4,4,3,5,4,5,4,5,4,5,5,2,6,6,8,6,2,2,1,2,2,1,3,5,1,Voice,19,Male,1,6,2,6,5,3,5,3,5,3,6,6,5,6,3,6,6,7,5,6,6,6,3,4,6,3,5,7,7,6,6,5,3,6,6,6,5,6,6
6,47,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,mel2P006.aif,1,B,ascending,no_change,1,B,1,B,1,B,,B,2,B,2,B,2,B,1,B,0,0,10,0,2,2,23,0,0,0,6,0,-0.73649,0.29682,0.27669,0.67292,-1.11895,-0.61182,-0.05,5,10,10,0,0,0,6,38,50,34,39,35,96,6,4,4,3,5,4,5,4,5,4,5,5,2,6,6,8,6,2,2,1,2,2,1,3,5,1,Voice,19,Male,1,6,2,6,5,3,5,3,5,3,6,6,5,6,3,6,6,7,5,6,6,6,3,4,6,3,5,7,7,6,6,5,3,6,6,6,5,6,6
7,49,1,1,12,0,1,2,19,1,0,1,6,1,-0.16366,0.89905,0.27669,-0.07477,-1.11895,0.02739,mel8P007.aif,1,A,ascending,no_change,2,A,1,A,1,A,1,A,1,A,2,A,1,A,1,A,1,1,12,0,1,2,19,1,0,1,6,1,-0.16366,0.89905,0.27669,-0.07477,-1.11895,0.02739,-0.1,5,12,12,1,0,1,6,58,51,34,32,39,97,6,7,3,6,5,4,5,5,7,6,7,5,6,7,5,6,8,2,3,1,2,3,1,2,4,7,Voice,23,female,0,7,5,7,6,7,7,6,6,7,6,5,6,6,4,6,6,6,6,6,5,5,4,5,5,4,4,5,4,6,6,5,2,6,6,7,6,7,7
7,50,1,1,12,0,1,2,19,1,0,1,6,1,-0.16366,0.89905,0.27669,-0.07477,-1.11895,0.02739,mel6P007.aif,2,A,ascending,change,2,A,1,A,1,A,1,A,1,A,2,A,1,A,1,A,1,1,12,0,1,2,19,1,0,1,6,1,-0.16366,0.89905,0.27669,-0.07477,-1.11895,0.02739,-0.1,5,12,12,1,0,1,6,58,51,34,32,39,97,6,7,3,6,5,4,5,5,7,6,7,5,6,7,5,6,8,2,3,1,2,3,1,2,4,7,Voice,23,female,0,7,5,7,6,7,7,6,6,7,6,5,6,6,4,6,6,6,6,6,5,5,4,5,5,4,4,5,4,6,6,5,2,6,6,7,6,7,7
7,51,1,1,12,0,1,2,19,1,0,1,6,1,-0.16366,0.89905,0.27669,-0.07477,-1.11895,0.02739,mel3P007.aif,1,A,descending,change,2,A,1,A,1,A,1,A,1,A,2,A,1,A,1,A,1,1,12,0,1,2,19,1,0,1,6,1,-0.16366,0.89905,0.27669,-0.07477,-1.11895,0.02739,-0.1,5,12,12,1,0,1,6,58,51,34,32,39,97,6,7,3,6,5,4,5,5,7,6,7,5,6,7,5,6,8,2,3,1,2,3,1,2,4,7,Voice,23,female,0,7,5,7,6,7,7,6,6,7,6,5,6,6,4,6,6,6,6,6,5,5,4,5,5,4,4,5,4,6,6,5,2,6,6,7,6,7,7
