X,Subject,RotAccErrTot,RotErrTot,RotPartial,RotSpeedErrTot,OspanAccErrTot,OspanMathErrTot,OspanPartial,OspanSpeedErrTot,SymmAccErrTot,SymmSpeedErrTot,SspanPartial,SymmErrTot,ZRotErrTot,ZRotPartial,ZOspanMathErrTot,ZOspanPartial,ZSspanPartial,ZSymmErrTot,Melody,AscendingDescending,Condition,cadence_type,change
367,205,0,1,9,1,4,5,18,1,0,0,6,0,-0.16366,-0.0043,2.51147,-0.26169,-1.11895,-0.61182,mel2P205.aif,2,A,descending,no_change
368,205,0,1,9,1,4,5,18,1,0,0,6,0,-0.16366,-0.0043,2.51147,-0.26169,-1.11895,-0.61182,mel8P205.aif,2,A,ascending,change
377,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel2P207.aif,2,A,descending,no_change
378,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel1P207.aif,2,A,descending,no_change
379,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel5P207.aif,2,A,ascending,change
380,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel7P207.aif,1,A,ascending,no_change
381,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel4P207.aif,2,A,descending,no_change
382,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel3P207.aif,2,A,descending,no_change
383,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel6P207.aif,2,A,ascending,change
384,207,2,2,8,0,3,5,8,2,2,1,1,3,0.40916,-0.30542,2.51147,-2.13092,-2.62523,1.30582,mel8P207.aif,1,A,ascending,no_change
385,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel2P209.aif,2,A,descending,no_change
386,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel6P209.aif,2,A,ascending,change
387,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel5P209.aif,2,A,ascending,change
388,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel7P209.aif,1,A,ascending,no_change
389,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel3P209.aif,2,A,descending,no_change
390,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel4P209.aif,2,A,descending,no_change
391,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel1P209.aif,1,A,descending,change
392,209,0,0,11,0,2,2,19,0,1,0,9,1,-0.73649,0.59793,0.27669,-0.07477,-0.21518,0.02739,mel8P209.aif,1,A,ascending,no_change
393,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel7P210.aif,1,A,ascending,no_change
394,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel2P210.aif,2,A,descending,no_change
395,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel6P210.aif,2,A,ascending,change
396,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel1P210.aif,2,A,descending,no_change
397,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel8P210.aif,1,A,ascending,no_change
398,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel3P210.aif,2,A,descending,no_change
399,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel5P210.aif,2,A,ascending,change
400,210,1,1,9,0,1,1,25,0,0,0,7,0,-0.16366,-0.0043,-0.46824,1.04677,-0.8177,-0.61182,mel4P210.aif,2,A,descending,no_change
401,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel7P211.aif,2,B,descending,no_change
402,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel8P211.aif,2,B,descending,no_change
403,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel3P211.aif,2,B,ascending,change
404,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel6P211.aif,2,B,descending,no_change
406,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel4P211.aif,2,B,ascending,change
407,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel5P211.aif,2,B,descending,no_change
408,211,10,10,2,0,2,2,19,0,3,0,6,3,4.99173,-2.11213,0.27669,-0.07477,-1.11895,1.30582,mel2P211.aif,2,B,ascending,change
410,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel5P212.aif,2,B,descending,no_change
411,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel6P212.aif,1,B,descending,change
412,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel4P212.aif,2,B,ascending,change
413,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel7P212.aif,2,B,descending,no_change
414,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel2P212.aif,2,B,ascending,change
415,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel8P212.aif,2,B,descending,no_change
416,212,0,0,7,0,0,2,14,2,0,0,5,0,-0.73649,-0.60654,0.27669,-1.00938,-1.42021,-0.61182,mel3P212.aif,1,B,ascending,no_change
417,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel6P213.aif,2,A,ascending,change
418,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel2P213.aif,2,A,descending,no_change
419,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel4P213.aif,2,A,descending,no_change
420,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel1P213.aif,2,A,descending,no_change
421,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel7P213.aif,1,A,ascending,no_change
422,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel5P213.aif,2,A,ascending,change
423,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel8P213.aif,1,A,ascending,no_change
424,213,0,0,8,0,0,0,25,0,0,0,11,0,-0.73649,-0.30542,-1.21317,1.04677,0.38733,-0.61182,mel3P213.aif,2,A,descending,no_change
425,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel2P214.aif,1,B,ascending,no_change
426,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel8P214.aif,2,B,descending,no_change
427,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel6P214.aif,2,B,descending,no_change
428,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel7P214.aif,1,B,descending,change
429,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel4P214.aif,2,B,ascending,change
431,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel5P214.aif,1,B,descending,change
432,214,0,0,13,0,0,0,13,0,1,0,12,1,-0.73649,1.20017,-1.21317,-1.19631,0.68859,0.02739,mel3P214.aif,2,B,ascending,change
433,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel6P215.aif,2,A,ascending,change
434,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel2P215.aif,1,A,descending,change
435,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel4P215.aif,1,A,descending,change
436,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel1P215.aif,1,A,descending,change
437,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel5P215.aif,1,A,ascending,no_change
438,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel8P215.aif,1,A,ascending,no_change
439,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel7P215.aif,1,A,ascending,no_change
440,215,1,1,6,0,0,1,15,1,1,0,12,1,-0.16366,-0.90765,-0.46824,-0.82246,0.68859,0.02739,mel3P215.aif,2,A,descending,no_change
441,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel6P216.aif,2,B,descending,no_change
442,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel7P216.aif,2,B,descending,no_change
443,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel2P216.aif,1,B,ascending,no_change
445,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel4P216.aif,1,B,ascending,no_change
446,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel3P216.aif,1,B,ascending,no_change
447,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel5P216.aif,1,B,descending,change
448,216,0,0,11,0,5,5,16,0,1,0,13,1,-0.73649,0.59793,2.51147,-0.63554,0.98984,0.02739,mel8P216.aif,1,B,descending,change
449,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel7P217.aif,1,A,ascending,no_change
450,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel2P217.aif,2,A,descending,no_change
451,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel8P217.aif,1,A,ascending,no_change
452,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel4P217.aif,1,A,descending,change
453,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel6P217.aif,2,A,ascending,change
454,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel3P217.aif,1,A,descending,change
455,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel5P217.aif,1,A,ascending,no_change
456,217,0,0,11,0,0,1,16,1,1,1,4,2,-0.73649,0.59793,-0.46824,-0.63554,-1.72146,0.66661,mel1P217.aif,1,A,descending,change
458,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel5P218.aif,2,B,descending,no_change
459,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel7P218.aif,2,B,descending,no_change
460,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel2P218.aif,1,B,ascending,no_change
461,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel6P218.aif,2,B,descending,no_change
462,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel8P218.aif,1,B,descending,change
463,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel4P218.aif,1,B,ascending,no_change
464,218,0,1,3,1,1,1,9,0,0,1,3,1,-0.16366,-1.81101,-0.46824,-1.944,-2.02272,0.02739,mel3P218.aif,1,B,ascending,no_change
465,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel7P219.aif,1,A,ascending,no_change
467,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel6P219.aif,2,A,ascending,change
468,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel4P219.aif,1,A,descending,change
469,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel3P219.aif,1,A,descending,change
470,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel1P219.aif,1,A,descending,change
471,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel5P219.aif,1,A,ascending,no_change
472,219,0,0,11,0,2,2,25,0,0,0,14,0,-0.73649,0.59793,0.27669,1.04677,1.2911,-0.61182,mel8P219.aif,1,A,ascending,no_change
473,220,0,1,9,1,2,2,11,0,0,0,6,0,-0.16366,-0.0043,0.27669,-1.57015,-1.11895,-0.61182,mel6P220.aif,1,B,descending,change
474,220,0,1,9,1,2,2,11,0,0,0,6,0,-0.16366,-0.0043,0.27669,-1.57015,-1.11895,-0.61182,mel7P220.aif,2,B,descending,no_change
477,220,0,1,9,1,2,2,11,0,0,0,6,0,-0.16366,-0.0043,0.27669,-1.57015,-1.11895,-0.61182,mel5P220.aif,2,B,descending,no_change
478,220,0,1,9,1,2,2,11,0,0,0,6,0,-0.16366,-0.0043,0.27669,-1.57015,-1.11895,-0.61182,mel4P220.aif,2,B,ascending,change
479,220,0,1,9,1,2,2,11,0,0,0,6,0,-0.16366,-0.0043,0.27669,-1.57015,-1.11895,-0.61182,mel8P220.aif,2,B,descending,no_change
480,220,0,1,9,1,2,2,11,0,0,0,6,0,-0.16366,-0.0043,0.27669,-1.57015,-1.11895,-0.61182,mel3P220.aif,2,B,ascending,change
481,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel2P221.aif,2,A,descending,no_change
482,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel7P221.aif,1,A,ascending,no_change
483,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel6P221.aif,1,A,ascending,no_change
484,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel5P221.aif,1,A,ascending,no_change
485,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel1P221.aif,1,A,descending,change
486,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel8P221.aif,1,A,ascending,no_change
487,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel4P221.aif,2,A,descending,no_change
488,221,0,0,7,0,2,2,21,0,0,0,10,0,-0.73649,-0.60654,0.27669,0.29908,0.08607,-0.61182,mel3P221.aif,1,A,descending,change
497,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel7P223.aif,1,A,ascending,no_change
498,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel6P223.aif,2,A,ascending,change
499,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel4P223.aif,2,A,descending,no_change
500,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel2P223.aif,2,A,descending,no_change
501,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel5P223.aif,2,A,ascending,change
502,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel8P223.aif,2,A,ascending,change
503,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel3P223.aif,2,A,descending,no_change
504,223,1,1,10,0,0,1,19,1,0,0,11,0,-0.16366,0.29682,-0.46824,-0.07477,0.38733,-0.61182,mel1P223.aif,2,A,descending,no_change
529,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel2P227.aif,2,A,descending,no_change
530,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel7P227.aif,1,A,ascending,no_change
531,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel5P227.aif,2,A,ascending,change
532,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel6P227.aif,1,A,ascending,no_change
533,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel1P227.aif,2,A,descending,no_change
534,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel8P227.aif,1,A,ascending,no_change
535,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel4P227.aif,2,A,descending,no_change
536,227,1,1,7,0,1,1,20,0,0,0,12,0,-0.16366,-0.60654,-0.46824,0.11215,0.68859,-0.61182,mel3P227.aif,2,A,descending,no_change
537,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel7P228.aif,2,B,descending,no_change
538,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel2P228.aif,1,B,ascending,no_change
539,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel6P228.aif,2,B,descending,no_change
540,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel5P228.aif,1,B,descending,change
541,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel8P228.aif,1,B,descending,change
543,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel4P228.aif,1,B,ascending,no_change
544,228,1,1,12,0,0,2,25,2,1,0,12,1,-0.16366,0.89905,0.27669,1.04677,0.68859,0.02739,mel3P228.aif,2,B,ascending,change
545,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel2P229.aif,2,A,descending,no_change
546,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel1P229.aif,1,A,descending,change
547,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel8P229.aif,1,A,ascending,no_change
548,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel6P229.aif,2,A,ascending,change
549,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel4P229.aif,1,A,descending,change
550,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel5P229.aif,1,A,ascending,no_change
551,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel3P229.aif,2,A,descending,no_change
552,229,1,2,9,1,0,2,16,2,1,0,9,1,0.40916,-0.0043,0.27669,-0.63554,-0.21518,0.02739,mel7P229.aif,1,A,ascending,no_change
553,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel2P230.aif,2,B,ascending,change
554,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel4P230.aif,1,B,ascending,no_change
555,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel5P230.aif,2,B,descending,no_change
556,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel7P230.aif,2,B,descending,no_change
557,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel3P230.aif,2,B,ascending,change
559,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel8P230.aif,1,B,descending,change
560,230,2,3,5,1,3,4,12,1,1,0,9,1,0.98198,-1.20877,1.76654,-1.38323,-0.21518,0.02739,mel6P230.aif,1,B,descending,change
